fid,FUNCION_PR,SUBCATEGOR,ESTABLECIM,FUNCION_SE,PROGRAMACI,SUCURSAL,SALA,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,LATITUD,LONGITUD,TELEFONO,MAIL,WEB,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_C,OTRAS_REDE,CAPACIDAD_
1657,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DEL INSTITUTO DE INVESTIGACIONES BIOTECNOLOGICAS - IIB,,,,,"PAZ, GRAL. AV. 5445","PAZ, GRAL. AV.",5445,VILLA PUEYRREDON,COMUNA 12,-34.575107371364211,-58.512090081766367,(011) 4580-7255,GGOTZ@IIB.UNSAM.EDU.AR,HTTP://WWW.UNSAM.EDU.AR/BIBCENTRAL/PRESENTACION.ASP?M=6&S=21&S1=82,,,,UNID,,,,,0
1658,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR PUEYRREDON SUD,,,,,ESTADO PLURINACIONAL DE BOLIVIA 4801,ESTADO PLURINACIONAL DE BOLIVIA,4801,VILLA PUEYRREDON,COMUNA 12,-34.583178410889481,-58.499642636002044,,BIBLIOPUEYSUD@YAHOO.COM.AR,,,,,CONABIP,,,,,0
1659,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR VILLA PUEYRREDON NORTE,,,,,COCHRANE 2334,COCHRANE,2334,VILLA PUEYRREDON,COMUNA 12,-34.575971642804205,-58.501660737663883,,BIBLIOTECAPUEYRREDON@HOTMAIL.COM,,,,,CONABIP,,,,,0
1660,DISQUERIA,,DAVID GIL,,,,,LOPE DE VEGA AV. 3309,LOPE DE VEGA AV.,3309,VILLA DEVOTO,COMUNA 11,-34.612854100000000,-58.526615499999998,4648-0039,,,,,,,,,,,0
1661,CENTRO CULTURAL,,FUNDACION HASTINAPURA,,,BEIRO,,BEIRO. FRANCISCO AV. 4915,BEIRO. FRANCISCO AV.,4915,VILLA DEVOTO,COMUNA 11,-34.610678600000000,-58.519780300000001,4904-1826,CABALLITO@HASTINAPURA.ORG.AR,,,,,,,,,,25
1662,ESPACIO FERIAL,MANUALISTAS,RICCHIERI,,,,,Av. Beiro y Quevedo,Av. Beiro y Quevedo,,VILLA DEVOTO,COMUNA 11,-34.610539848785059,-58.519412024670061,,,,,,,,,,,,0
1663,LIBRERIA,,CASASSA Y LORENZO LIBREROS,,,DEVOTO SHOPPING,,QUEVEDO 3365,QUEVEDO,3365,VILLA DEVOTO,COMUNA 11,-34.611791480000001,-58.518109950000003,,,,,,,,,,,,0
1664,SALA DE CINE,,CINEMA DEVOTO,,,,,VARELA. JOSE PEDRO 4866,VARELA. JOSE PEDRO,4866,VILLA DEVOTO,COMUNA 11,-34.611181017482785,-58.517835142563960,4019-6060,INFO@CINEMADEVOTO.COM.AR,https://cinemadevoto.com.ar/,https://www.facebook.com/Cinema.Devoto.ok/,@CINEMA_DEVOTO,https://www.instagram.com/cinema_devoto/,,,,,,1908
1665,CENTRO CULTURAL,,ESPACIO CULTURAL LINEAS DE FUGA,ESPACIO ESCENICO,SI,,,MELINCUE 4276,MELINCUE,4276,VILLA DEVOTO,COMUNA 11,-34.609925490646539,-58.505519366422114,3840-4046,ESPACIOLINEASDEFUGA@GMAIL.COM,,WWW.FACEBOOK.COM/ESPACIOLINEASDEFUGA/,,,,,,,,0
1666,BAR,NOTABLE,CAFE DE GARCIA,,,,,SANABRIA 3302,SANABRIA,3302,VILLA DEVOTO,COMUNA 11,-34.606356565537475,-58.510591860259353,4501-5912,GARCIA@CAFEDEGARCIA.COM.AR,WWW.CAFEDEGARCIA.COM.AR,,,,,,,,,0
1667,DISQUERIA,,ICONOS,,,,,GUALEGUAYCHU 3824,GUALEGUAYCHU,3824,VILLA DEVOTO,COMUNA 11,-34.601946938698106,-58.513315832075648,4504-6833,,,,,,,,,,,0
1668,CENTRO CULTURAL,,TEATRARTE,ESPACIO ESCENICO,,,,ASUNCION 4168,ASUNCION,4168,VILLA DEVOTO,COMUNA 11,-34.601770199999997,-58.512511600000003,4504-4291 / 6506-0101,GLADURAN@YAHOO.COM.AR,,,,,,,,,,50
1669,BAR,NOTABLE,STYLO CAFE,,,,,FERNANDEZ DE ENCISO 3934,FERNANDEZ DE ENCISO,3934,VILLA DEVOTO,COMUNA 11,-34.601354590456069,-58.512649860236536,4504-5856,,,https://www.facebook.com/pages/Stylo-Cafe/146187465450158,,@cafe.stylo,,,,,,0
1670,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,CENTRO CULTURAL DEVOTO,,SI,,,NUEVA YORK 4169,NUEVA YORK,4169,VILLA DEVOTO,COMUNA 11,-34.601166164425365,-58.513343201905272,4501-0449 /4502-2684,CCDEVOTOVILLADELPARQUE@HOTMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,,,,,,,,,0
1671,CALESITA,,LA CALESITA DE DEVOTO,,,,,NUEVA YORK 4050,NUEVA YORK,4050,VILLA DEVOTO,COMUNA 11,-34.600192580024014,-58.512236282298574,,,,,,,,,,,,0
1672,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO SOCIEDAD FRIULANA,ESPACIO DE FORMACION,SI,,,NAVARRO 3974,NAVARRO,3974,VILLA DEVOTO,COMUNA 11,-34.602716999999998,-58.508583000000002,4501-0764,FRIULANABUENOSAIRES@YAHOO.COM.AR,http://fogolares.org/,https://www.facebook.com/friulanabuenosaires/,,https://www.instagram.com/sociedadfriulanabaires/,,,,,,0
1673,LIBRERIA,,CASASSA Y LORENZO,,,,,SAN MARTIN AV. 5934,SAN MARTIN AV.,5934,VILLA DEVOTO,COMUNA 11,-34.595828300000001,-58.500139699999998,,casassaylorenzo@fibertel.com.ar,https://www.casassaylorenzo.com/,,"Libros importados, nacionales, técnicos, escolares y muchos más",,,,,,,0
1674,LIBRERIA,,NECXUS NEGOCIOS INFORMATICOS S.A.,,,,,MERCEDES 3335,MERCEDES,3335,VILLA DEVOTO,COMUNA 11,-34.604856599999998,-58.508590099999999,,,,,,,,,,,,0
1675,LIBRERIA,,LA MAJA,,,,,"BEIRO, FRANCISCO AV. 4351","BEIRO, FRANCISCO AV.",4351,VILLA DEVOTO,COMUNA 11,-34.606096299999997,-58.512313599999999,011 4505-1063,longinus74@yahoo.com.ar,s/d,,,,,,,,,0
1676,LIBRERIA,,CASASSA Y LORENZO LIBREROS,,,PEDRO MORAN,,"MORAN, PEDRO 3254","MORAN, PEDRO",3254,VILLA DEVOTO,COMUNA 11,-34.595774720000001,-58.501052369999996,,,,,,,,,,,,0
1677,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA ANTONIO DEVOTO (CON ANEXO INFANTIL),,,,,BAHIA BLANCA 4025,BAHIA BLANCA,4025,VILLA DEVOTO,COMUNA 11,-34.599314912254464,-58.510894249684405,4501-4320,BIBLIOTECA_DEVOTO@BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
1678,BIBLIOTECA,ESCOLAR,BIBLIOTECA - ESCUELA DE COMERCIO 11 DE 17 DR. JOSE PERALTA,,,,,"LOZANO, PEDRO 4250","LOZANO, PEDRO",4250,VILLA DEVOTO,COMUNA 11,-34.608207737479951,-58.506567453081423,4566-5628,SUSANAVICENTE@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/EDUCACION/BIBLEDUC/RED_SECUNBIB/INDEX.PHP?MENU_ID=33286,,,,SECUNBIB,,,,,0
1679,LIBRERIA,,AGAPE,,,,,SAN MARTIN AV. 6863,SAN MARTIN AV.,6863,VILLA DEVOTO,COMUNA 11,-34.591869099999997,-58.510240199999998,,,,,,,,,,,,0
1680,LIBRERIA,,AGAPE LIBROS,,,VILLA DEVOTO,,"CUBAS, JOSE 3469","CUBAS, JOSE",3469,VILLA DEVOTO,COMUNA 11,-34.593153709983007,-58.507710544977996,,,,,,,,,,,,0
1681,LIBRERIA,,ABC,,,,,"FALCON, RAMON L.,CNEL. 7073","FALCON, RAMON L.,CNEL.",7073,LINIERS,COMUNA 09,-34.640175800000002,-58.525930199999998,,,,,,,,,,,,0
1682,DISQUERIA,,RECORD SHOP,,,,,SUAREZ. JOSE LEON 92,SUAREZ. JOSE LEON,92,LINIERS,COMUNA 09,-34.640168099999997,-58.527574399999999,4644-5803,,,,,,,,,,,0
1683,DISQUERIA,,GUIA MUSICAL,,,,,FALCON. RAMON L..CNEL. 7059,FALCON. RAMON L..CNEL.,7059,LINIERS,COMUNA 09,-34.640161999999997,-58.525820400000001,4644-3791,,,,,,,,,,,0
1684,ESPACIO DE FORMACION,,SALA JUAN BAUTISTA,,,FONROUGE,,FONROUGE 7,FONROUGE,7,LINIERS,COMUNA 09,-34.639353738212463,-58.516163246145844,4642-5554 / 5249,,,,,,,,,,,0
1685,DISQUERIA,,CARMEN A. AMADO,,,,,CUZCO 40,CUZCO,40,LINIERS,COMUNA 09,-34.638475300000003,-58.527874599999997,4643-2277,,,,,,,,,,,0
1686,LIBRERIA,,RITUALITOS,,,,,PIERES 103,PIERES,103,LINIERS,COMUNA 09,-34.640597274290421,-58.516009449187464,35296503,hola@ritualitos.com.ar,https://ritualitos.mitiendanube.com/,,,,,,,,,0
1687,LIBRERIA,,PAN Y TRABAJO,,,,,CUZCO 150,CUZCO,150,LINIERS,COMUNA 09,-34.637579899999999,-58.527978099999999,,,,,,,,,,,,0
1688,LIBRERIA,,DISTAL LIBROS,,,R FALCON,,"FALCON, RAMON L.,CNEL. 7145","FALCON, RAMON L.,CNEL.",7145,LINIERS,COMUNA 09,-34.640259899999997,-58.526855200000000,,,,,,,,,,,,0
1689,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR CASA DE LA CULTURA DE LINIERS,,,,,PIERES 226,PIERES,226,LINIERS,COMUNA 09,-34.642503473255360,-58.515155990589186,,BIANMEN@CIUDAD.COM.AR,,,,,CONABIP,,,,,0
1690,CENTRO CULTURAL,,EL TANQUE CULTURAL,,,,,ACASSUSO 6930,ACASSUSO,6930,LINIERS,COMUNA 09,-34.651880618330573,-58.517448424780923,6922-3553,ELTANQUECULTURAL@GMAIL.COM,,https://www.facebook.com/eltanquecultural/,,,MECA,,,,,300
1691,ESPACIO DE FORMACION,,ESCUELA DEL REVES,ESPACIO DE FORMACION,,,,PATRON 6985,PATRON,6985,LINIERS,COMUNA 09,-34.651101699999998,-58.518886199999997,,ESCUELADELREVES@GMAIL.COM,,WWW.FACEBOOK.COM/ESCUELA.DELREVES/,,,,,,,,187
1692,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,BALDOMERO FERNANDEZ MORENO,,SI,,,MERCEDES 1405,MERCEDES,1405,VILLA DEVOTO,COMUNA 11,-34.597693896335812,-58.515063654271984,4566-3743,,,,,,,,,,,0
1693,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,ELIAS CASTELNUOVO,,SI,,,MONTIEL 1041,MONTIEL,1041,LINIERS,COMUNA 09,-34.650684869618814,-58.525721592719009,4641-3921,,,,,,,,,,,0
1694,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA JOSE HERNANDEZ,,,,,BOQUERON 6753,BOQUERON,6753,LINIERS,COMUNA 09,-34.646365871422297,-58.520964617475720,4641-3673,BIBLIOTECA_HERNANDEZ @BUENOSAIRES.GOB.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
1695,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,CENTRO CULTURAL VERSALLES,,SI,,,BRUSELAS 785,BRUSELAS,785,VERSALLES,COMUNA 10,-34.628453000000000,-58.522807499999999,4641-2722,CCVERSALLES@YAHOO.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,,,,,,,,,0
1696,BIBLIOTECA,POPULAR,ASOCIACION CIR.CULT.Y FOM. BELISARIO ROLDAN DE VERSAILLE,,,,,GALLARDO 616,GALLARDO,616,VERSALLES,COMUNA 10,-34.631343188577304,-58.525117993317750,,BIBLIOTECABELISARIOROLDAN@YAHOO.COM.AR,,,,,CONABIP,,,,,0
1697,BAR,MILONGA Y/O TANGUERIA,MADERO TANGO,,,,,MOREAU DE JUSTO. ALICIA AV. 2060,MOREAU DE JUSTO. ALICIA AV.,2060,PUERTO MADERO,COMUNA 01,-34.623284378375729,-58.365134980185225,4314-6688,,WWW.MADEROTANGO.COM.AR,,,,,,,,,0
1698,SALA DE CINE,,CINEMARK PUERTO MADERO,,,,,"MOREAU DE JUSTO, ALICIA AV. 1920","MOREAU DE JUSTO, ALICIA AV.",1920,PUERTO MADERO,COMUNA 01,-34.621560287957848,-58.365304240318657,57771000,IVENTURA@CINEMARK.COM.AR,https://www.cinemarkhoyts.com.ar/,https://www.facebook.com/CinemarkHoyts/,,https://www.instagram.com/cinemarkhoyts/,,,,,,1379
1699,ESPACIO DE EXHIBICION,MUSEO,BUQUE MUSEO ARA CORBETA URUGUAY,,,,,MOREAU DE JUSTO. ALICIA AV. 500,MOREAU DE JUSTO. ALICIA AV.,500,PUERTO MADERO,COMUNA 01,-34.603405199999997,-58.367083800000003,4314-1090,,HTTP://WWW.ARA.MIL.AR/PAG.ASP?IDITEM=3,,,,,,,,,0
1700,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA AMADEO G. GALLI,,,,,"MADERO, EDUARDO AV. 399","MADERO, EDUARDO AV.",399,PUERTO MADERO,COMUNA 01,-34.603337425181266,-58.368022659307584,6393-4822,BIBLIOTECA@ITBA.EDU.AR,WWW.ITBA.EDU.AR,,,,AMICUS,,,,,0
1701,CENTRO CULTURAL,,UNIVERSIDAD CATOLICA DE BUENOS AIRES,,,FACULTAD DE FILOSOFIA Y LETRAS,CENTRO CULTURAL,MOREAU DE JUSTO. ALICIA AV. 1500,MOREAU DE JUSTO. ALICIA AV.,1500,PUERTO MADERO,COMUNA 01,-34.615715899999998,-58.365904000000000,4338-0844,CENTRO-CULTURAL@UCA.EDU.AR,WWW.UCA.EDU.AR,,,,,,,,,0
1702,MONUMENTOS Y LUGARES HISTORICOS,,FUENTE DE LAS NEREIDAS,,,,,ACHAVAL RODRIGUEZ. T.. DR. AV. Y PADRE M. L. MIGONE,ACHAVAL RODRIGUEZ. T.. DR. AV.,,PUERTO MADERO,COMUNA 01,-34.616940000000000,-58.356670000000001,,,,,,,,,,,,0
1703,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ENRIQUE PRINS,,,,,ESPAÑA AV. 1701,ESPAÑA AV.,1701,PUERTO MADERO,COMUNA 01,-34.618045268921946,-58.356539830422562,4361 4419 - FAX: 4361 4419,VTASSO@YAHOO.COM.AR,,,,,VITRUVIO,,,,,0
1704,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRAL MARIANO MORENO,,,,,"MOREAU DE JUSTO, ALICIA AV. 1500","MOREAU DE JUSTO, ALICIA AV.",1500,PUERTO MADERO,COMUNA 01,-34.615720072570831,-58.365900776480117,011 4349-0421,BIBLIOT@UCA.EDU.AR,WWW2.UCA.EDU.AR/ESP/SEC-BIBLIOTECA,,,,BIBLIOTECASJURIRED,,,,,0
1705,ESPACIO DE EXHIBICION,MUSEO,"MUSEO DE CALCOS Y ESCULTURA COMPARADA ""ERNESTO DE LA CARCOVA""",,,,,ESPAÑA AV. 1701,ESPAÑA AV.,1701,PUERTO MADERO,COMUNA 01,-34.618040999999998,-58.356543400000000,4361-4419 / 3790,CARCOVA.MUSEODECALCOS@IUNA.EDU.AR,,,,,,,,,,0
1706,ESPACIO DE EXHIBICION,MUSEO,BUQUE MUSEO FRAGATA ARA PRESIDENTE SARMIENTO,,,,,MOREAU DE JUSTO. ALICIA AV. 980,MOREAU DE JUSTO. ALICIA AV.,980,PUERTO MADERO,COMUNA 01,-34.609374500000001,-58.366399500000000,4334-9386,,HTTP://WWW.ARA.MIL.AR/PAG.ASP?IDITEM=2,,,,,,,,,0
1707,LIBRERIA,,LIBROFUTBOL.COM,,,,,"COSSETTINI, OLGA 1112","COSSETTINI, OLGA",1112,PUERTO MADERO,COMUNA 01,-34.610249119057514,-58.363510471402407,4506-8805,info@librofutbol.com,http://librofutbol.com/,,,,,,,,,0
1708,LIBRERIA,,LIBRERIA GALERNA (PUERTO MADERO),,,,,"PAINE, AIME 1163","PAINE, AIME",1163,PUERTO MADERO,COMUNA 01,-34.611170620430158,-58.361942666613722,,,,,,,,,,,,0
1709,BAR,MILONGA Y/O TANGUERIA,ROJO TANGO,,,,,SALOTTI MARTHA 445,SALOTTI MARTHA,445,PUERTO MADERO,COMUNA 01,-34.613399714297088,-58.361722347085802,5787-1536,INFO@ROJOTANGO.COM,WWW.ROJOTANGO.COM,,,,,,,,,0
1710,ESPACIO DE EXHIBICION,MUSEO,MUSEO DEL HUMOR,,SI,,,DE LOS ITALIANOS AV. 851,DE LOS ITALIANOS AV.,851,PUERTO MADERO,COMUNA 01,-34.607272623710266,-58.360620464682405,4313-4079,MUSEODELHUMOR@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/MUSEODELHUMOR,,,,,,,,,0
1711,ESPACIO FERIAL,MANUALISTAS,RETIRO,,,,,Av. Calabria y Julieta Lanteri,Av. Calabria y Julieta Lanteri,,PUERTO MADERO,COMUNA 01,-34.612590455191324,-58.358681331057447,,,,,,,,,,,,0
1712,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - CENTRO DE ESTUDIOS BONAERENSES,,,,,"COSSETTINI, OLGA 340","COSSETTINI, OLGA",340,PUERTO MADERO,COMUNA 01,-34.601541839006870,-58.364477114839922,4314 - 2400,INFO@ABECEB.COM,,,,,UNIRED,,,,,0
1713,ESPACIO DE EXHIBICION,MUSEO,COLECCION DE ARTE AMALIA LACROZE DE FORTABAT,,,,,COSSETTINI. OLGA 141,COSSETTINI. OLGA,141,PUERTO MADERO,COMUNA 01,-34.600271257333503,-58.364733759687837,4310-6600,INFO@COLECCIONFORTABAT.ORG.AR,WWW.COLECCIONFORTABAT.ORG.AR,,,,,,,,,0
1714,LIBRERIA,,DIOGENES,,,DIOGENES I,,MORENO 1767,MORENO,1767,MONSERRAT,COMUNA 01,-34.612576900000001,-58.391219990000003,,,,,,,,,,,,0
1715,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION ARGENTINA DE DERMATOLOGIA (AAD),,,,,MEXICO 1720,MEXICO,1720,MONSERRAT,COMUNA 01,-34.615682185238711,-58.390718802047644,4381-2737/43831153,BIBLIOTECA@AAD.ORG.AR,HTTP://AAD.ORG.AR/BIBLIOTECA/,,,,,,,,,0
1716,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA EZEQUIEL MARTINEZ ESTRADA,,,,,BELGRANO AV. 1720,BELGRANO AV.,1720,MONSERRAT,COMUNA 01,-34.613835357882358,-58.390693232465658,(011) 4378-1133/34/35 FAX (54-11) 4382-7203,BEME@FAVALORO.EDU.AR,WWW.FAVALORO.EDU.AR/BEME,,,,AMICUS,,,,,0
1717,ESPACIO ESCENICO,SALA DE TEATRO,ASTURIAS,,,,,SOLIS 485,SOLIS,485,MONSERRAT,COMUNA 01,-34.614550199999996,-58.390429099999999,4383-5122,MARIAJOSE@MARIAJOSEPOBLADOR.COM,,,,,,,,,,350
1718,BAR,MILONGA Y/O TANGUERIA,CASA DE GALICIA (CLUB ESPAÑOL),,,,,SAN JOSE 224,SAN JOSE,224,MONSERRAT,COMUNA 01,-34.611302223472606,-58.386121480506112,4381-5215,,,,,,,,,,,0
1719,ESPACIO ESCENICO,SALA DE TEATRO,ARLEQUINO,,,,,ALSINA. ADOLFO 1484,ALSINA. ADOLFO,1484,MONSERRAT,COMUNA 01,-34.611192527644995,-58.387142681762192,4382-7775,TEATRO_ARLEQUINO@YAHOO.COM.AR,http://elteatroarlequino.blogspot.com,WWW.FACEBOOK.COM/PROFILE.PHP?ID=100004168368484,,,,,,,,200
1720,BAR,MILONGA Y/O TANGUERIA,LA NACIONAL,,,,,ALSINA. ADOLFO 1465,ALSINA. ADOLFO,1465,MONSERRAT,COMUNA 01,-34.611095700000000,-58.386876500000000,,,WWW.LANACIONALTANGO.COM,,,,,,,,,0
1721,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ASOCIACION TOXICOLOGICA ARGENTINA (ATA),,,,,"ALSINA, ADOLFO 1441","ALSINA, ADOLFO",1441,MONSERRAT,COMUNA 01,-34.611087191236329,-58.386701314493450,,INFO@TOXICOLOGIA.ORG.AR,WWW.TOXICOLOGIA.ORG.AR/BIBLIOTECA/,,,,,,,,,0
1722,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA. CENTRO DE DOCUMENTACION E INFORMACION DEL IADI,,,,,"YRIGOYEN, HIPOLITO AV. 1628","YRIGOYEN, HIPOLITO AV.",1628,MONSERRAT,COMUNA 01,-34.610141351542850,-58.389267364978011,,BIBLIOTECA@IADI.EDU.AR,WWW.IADI.EDU.AR/MODELO_BIBLIOTECA.HTM,,,,UNIRED,,,,,0
1723,ESPACIO DE FORMACION,,UNIVERSIDAD POPULAR MADRES DE PLAZA DE MAYO,,,,,YRIGOYEN. HIPOLITO AV. 1584,YRIGOYEN. HIPOLITO AV.,1584,MONSERRAT,COMUNA 01,-34.610106630255324,-58.388726788654267,4383-0377 / 6430,UNIVERSIDAD@MADRES.ORG,WWW.MADRES.ORG,,,,,,,,,0
1724,CENTRO CULTURAL,,CENTRO POLITICO CULTURAL EL HORMIGUERO,,SI,,,YRIGOYEN. HIPOLITO 1440,YRIGOYEN. HIPOLITO,1440,MONSERRAT,COMUNA 01,-34.610027385582555,-58.386839904280791,4382-3261,,,https://www.facebook.com/CPCElHormiguero/,,https://www.instagram.com/cpc.elhormiguero/,MECA,,,,,150
1725,ESPACIO DE EXHIBICION,MUSEO,CASA MUSEO FERNANDEZ BLANCO,,SI,,,YRIGOYEN. HIPOLITO 1420,YRIGOYEN. HIPOLITO,1420,MONSERRAT,COMUNA 01,-34.610007271056446,-58.386541364409283,4383-9797 / 4381-4685,MIFB_PRENSA@BUENOSAIRES.GOB.AR,HTTP://WWW.MUSEOFERNANDEZBLANCO.BUENOSAIRES.GOV.AR,,,,,,,,,0
1726,ESPACIO DE FORMACION,,LA SALITA ESPACIO CULTURAL,ESPACIO ESCENICO,,,,YRIGOYEN. HIPOLITO 1362,YRIGOYEN. HIPOLITO,1362,MONSERRAT,COMUNA 01,-34.609948213614778,-58.385650898737090,4383-6615,LASALITA2@YAHOO.COM.AR,WWW.FACEBOOK.COM/LASALITAESPACIOCULTURAL,,,,,,,,,0
1727,CALESITA,,CARROUSEL DE LOS NIÑOS DE LA PLAZA DEL CONGRESO,,,,,YRIGOYEN. HIPOLITO,YRIGOYEN. HIPOLITO,,MONSERRAT,COMUNA 01,-34.609906732317810,-58.387849358004885,,,,,,,,,,,,0
1728,ESPACIO DE FORMACION,,ESTUDIO ROBERTO SAIZ,ESPACIO ESCENICO,,,,DE MAYO AV. 1430,DE MAYO AV.,1430,MONSERRAT,COMUNA 01,-34.609495323244701,-58.386728464413494,4383-9444,ROBERTOSAIZ@GMAIL.COM,WWW.DOUCHEZ.NET/ROBERTOSAIZ,,,,,,,,,0
1729,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA INSTITUTO DE INVESTIGACIONES DE HISTORIA DEL DERECHO,,,,,DE MAYO AV. 1480,DE MAYO AV.,1480,MONSERRAT,COMUNA 01,-34.609495323244701,-58.386728464413494,(011) 4381-5625,INHIDE@INFOVIA.COM.AR,HTTP://WWW.INHIDE.COM.AR/,,,,CAICYT,,,,,0
1730,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ARQ. GRACIELA LERCH,,,,,DE MAYO AV. 1370,DE MAYO AV.,1370,MONSERRAT,COMUNA 01,-34.609433830133511,-58.385824733791900,4383-9084 / 4383-1481,INFO@AADAIH.COM.AR,WWW.AADAIH.COM.AR/BIBLIOTECA,,,,VITRUVIO,,,,,0
1731,MONUMENTOS Y LUGARES HISTORICOS,,PALACIO BAROLO,,,,,DE MAYO AV. 1368,DE MAYO AV.,1368,MONSERRAT,COMUNA 01,-34.609400000000001,-58.385759999999998,,,,,,,,,,,,0
1732,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CONICET - CENTRO ARGENTINO DE ETNOLOGIA AMERICANA,,,,,DE MAYO AV. 1437,DE MAYO AV.,1437,MONSERRAT,COMUNA 01,-34.609331875841349,-58.386648233964998,(011) 4381-1821,CAEA@SINECTIS.COM.AR^ICAEA@CAEA.EDU.AR,HTTP://ABEST.SECYT.GOV.AR/SECYT/ENGLISH/CONICET/CENTROS/_098.HTM,,,,CAICYT,,,,,0
1733,BIBLIOTECA,GENERAL,BIBLIOTECA JUAN MARIA BECCI,,,,,DE MAYO AV. 1401,DE MAYO AV.,1401,MONSERRAT,COMUNA 01,-34.609312278541424,-58.386362269022840,4380-5600 / 4380-5700,REGISTROOSC@INADI.GOB.AR,,,,,,,,,,0
1734,BAR,MILONGA Y/O TANGUERIA,CULTURA TANGUERA,,,,,RIVADAVIA AV. 1392,RIVADAVIA AV.,1392,MONSERRAT,COMUNA 01,-34.608798438924751,-58.386054752802522,4381-4049 / 4383-5426,AIRESTANGUEROS@HOTMAIL.COM,WWW.AIRESTANGUEROS.COM,,,,,,,,,0
1735,ESPACIO ESCENICO,SALA DE TEATRO,EL BULULU,,,,,RIVADAVIA AV. 1350,RIVADAVIA AV.,1350,MONSERRAT,COMUNA 01,-34.608761458847781,-58.385501885419075,3158-1897,ALFONSOJL@HOTMAIL.COM,WWW.ELBULULUTEATRO.COM.AR,,,,ARTEI,,,,,100
1736,BAR,NOTABLE,LA EMBAJADA,,,,,SANTIAGO DEL ESTERO 88,SANTIAGO DEL ESTERO,88,MONSERRAT,COMUNA 01,-34.609604900000001,-58.384793299999998,4381-1520 / 4382-8127,,,,,,,,,,,0
1737,ESPACIO ESCENICO,OTROS,LUDICAMENTE SRL,,,,,De Mayo AV 1130,De Mayo AV,1130,MONSERRAT,COMUNA 01,-34.609204400000003,-58.384771299999997,,,,,,,,,,,,0
1738,BAR,NOTABLE,36 BILLARES,,,,,DE MAYO AV. 1265,DE MAYO AV.,1265,MONSERRAT,COMUNA 01,-34.609167499999998,-58.384300300000000,4381-5696,INFO@LOS36BILLARES.COM.AR,WWW.LOS36BILLARES.COM.AR,,,,,,,,,0
1739,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO AVENIDA,,,,,DE MAYO AV. 1222,DE MAYO AV.,1222,MONSERRAT,COMUNA 01,-34.609211373299544,-58.383739522868467,4381-0662,,,,,,,,,,,1200
1740,BAR,CULTURAL,MESON ESPAÑOL,BAR,SI,,,"YRIGOYEN, HIPOLITO 1221","YRIGOYEN, HIPOLITO",1221,MONSERRAT,COMUNA 01,-34.609743130864153,-58.383628163814393,4384 6667 // 15-5459-9265,MESONESPANOLCENASSHOW@GMAIL.COM,http://www.xn--elmesonespaol-skb.com.ar/index.html,https://www.facebook.com/El-Mes%C3%B3n-Espa%C3%B1ol-328879090458926/,,,,,,,,250
